"gene_id"	"AM-WT_R1"	"AM-WT_R2"	"AM-WT_R3"	"CD206neg-IM-CRE_R1"	"CD206neg-IM-CRE_R2"	"CD206neg-IM-CRE_R3"	"CD206neg-IM-WT_R1"	"CD206neg-IM-WT_R2"	"CD206neg-IM-WT_R3"	"CD206pos-IM-CRE_R1"	"CD206pos-IM-CRE_R2"	"CD206pos-IM-CRE_R3"	"CD206pos-IM-WT_R1"	"CD206pos-IM-WT_R2"	"CD206pos-IM-WT_R3"	"Ly6Cpos-Mo-WT_R1"	"Ly6Cpos-Mo-WT_R2"	"Ly6Cpos-Mo-WT_R3"
"ENSMUSG00000004707"	1113.999	1183	1074	737.001	916	801	905	1062.001	967	852	1039	768	834	893	887	1557	1311	1477
"ENSMUSG00000004709"	682.001	700.001	512	190	239	203	151	260	155	129	69	81	59	112	82	3580	3260.001	3196
"ENSMUSG00000004730"	8933.001	9653	9762.999	19656	21434	22773	23490	24584	24258	29391	33466.001	30808.001	31746	30441.001	34136	7703.001	6171	8955.999
"ENSMUSG00000004748"	58	113	139	44	17	23	15	24	20	22	33	7	33	32	34	0	6	0
"ENSMUSG00000004768"	55	53	65.001	60.001	38	91.999	43	55.999	48.999	74	55	38	56	60	50	30	10	20
"ENSMUSG00000004771"	1843.999	1946.999	2046.998	1212.001	1136	1502	1099	1061	1077.001	1722	1876.999	1666	1579.001	1473.001	1987.999	2271.999	1676.999	2207
"ENSMUSG00000004788"	656.001	628.999	769.999	294	369	490	321.999	435	371	393	417	358	334	300	320.999	642	599.999	643
"ENSMUSG00000004789"	2943	3242.001	3414.001	2019.999	2289.999	2379	2015.998	2329.999	2111.001	1672.385	2066.001	1809.999	1676	1886	1838	4945.087	4025.001	4280.001
"ENSMUSG00000004791"	34	48	35	137	57	154	69	45	55	40	47	100	48	20	24	9	4	0
"ENSMUSG00000004798"	1473	1564	1243	1184	1456	1272	1299	1418	1113	1833	2258	1575	1850	1853	2240.001	735	668	658
"ENSMUSG00000004814"	2	34	4	6	26	30	18	25	14	542	574	583	767	857	849	35	114	113
"ENSMUSG00000004815"	419	388.999	337	397.002	542	508.999	392	476.001	519	374	563	338	384	414.001	433	464.999	379	253.001
"ENSMUSG00000004821"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000004837"	75	60	100	463	454	792	332	386	475	727	902	846	665	687	753	138	83	86
"ENSMUSG00000004842"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000004843"	891	1270	1043	704	494	684	741	691	670	683	811	664	618	767	794	935	834	894
"ENSMUSG00000004846"	7284.999	7470	8818	2330	2539	3636	2512	2710	2737	2971	3372.001	3254	3011	2881.001	3186	8630.999	7099	8243.999
"ENSMUSG00000004849"	1425	1447	1646.999	763	872.001	1167.999	708.999	764	786	1022	952	982	801	851	874	585	550.001	801
"ENSMUSG00000004864"	6	0	0	25	18.001	81	26	26	26.001	1	4	18	5	0	28	22.999	32	48
"ENSMUSG00000004865"	1326	1531	1336.999	758.999	787	924	643.999	898.001	635.999	687.001	695	550.001	606.999	662.999	695.216	817	637	659
"ENSMUSG00000004872"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000004880"	314	297	258	1143	1279	1151	1212	1425	1318	1285.001	1584	1368	1336.999	1210	1470	3650.001	3345.001	3559
"ENSMUSG00000004885"	4	10	0	2	0	0	2	0	0	1	2	3	0	0	6	0	0	0
"ENSMUSG00000004891"	35	49	206	2298.999	2277	2927	5068	7018	5739	1174	1489	1339	2270	2829	2541	51	30	50
"ENSMUSG00000004892"	2	0	3	8	0	18	5	0	4	0	0	0	2	0	10	0	0	0
"ENSMUSG00000004894"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"ENSMUSG00000004895"	928	775	925	374	388	504	417	485	346	451	535	352	449	641	380	480	435	387
"ENSMUSG00000004896"	172	198.999	163.999	252.999	271.001	267.999	272.999	308.999	239.001	199.001	257	171.001	168	183.001	199.001	244	149.999	126.001
"ENSMUSG00000004897"	2614	2685	2646	1846.001	1643	2261.999	1762.999	1650	1661.999	1756	2130.999	1974	1708	2020	2150	2828	2232	2755
"ENSMUSG00000004902"	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0
"ENSMUSG00000004929"	428	403	500.001	159	264.999	405	232	282	196	252	319	345	235	248	217	111	117	69
"ENSMUSG00000004931"	313.999	214	383	281	267	399	264	337.999	240.999	332	348	352	283.999	296	276.001	373.999	386.001	338.001
"ENSMUSG00000004933"	56.001	18	13	792	1031.001	1222	1020.999	946	1122.001	782	1065	939.999	909	695	902	400	342.001	479
"ENSMUSG00000004934"	468	535	630	417	383.999	640	496	380	512.001	364	436.999	555	551	444	509.001	413	308	327
"ENSMUSG00000004936"	2786	2949.001	2937.999	1565	1844	1942.001	1944	2103	1881	1920	2246	1783	1819.001	1564	1864	3567.999	3437	3467
"ENSMUSG00000004937"	1594	1724.999	1892	872.001	1121.998	1534.999	1024	995	1008.999	1127.999	1435.002	1266	1200.001	1196	1262	946	829.999	955
"ENSMUSG00000004939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000004945"	490	634	475	383	361	599.001	433.001	442.001	402	484	570	531	463	515	514	467	374	462
"ENSMUSG00000004947"	242	309.999	297.001	346	392	637.001	378	402	354	490.001	582.001	556	516	732	558	659.001	478	580
"ENSMUSG00000004948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000004951"	26	36	148	248	57	1335	80	148	239	159	133	330	166	47	224	43	25	88
"ENSMUSG00000004952"	100	98.001	132	3662.999	4521	5279	3276	3587.999	3566.998	4069.999	5312.999	4143.002	4311.999	3627.999	4565	3703	2731	2958
"ENSMUSG00000004961"	4	12	2	12	2	60	4	0	2	1	2	4	0	0	2	1	0	0
"ENSMUSG00000004980"	9797.999	11398	9038	10649	9226	10169	11034	10260.001	8402	10021	10927	8436.999	7958.001	9124.001	10277	12735	9909	8800
"ENSMUSG00000004988"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	5	4
"ENSMUSG00000004994"	244.001	206	174	151	125	142	164	143.001	122.999	162	162	161	144	180	136	129	149.999	125.001
"ENSMUSG00000004996"	536.001	520	642	255	247	250	223	237.999	221	176	253	224	171	155	228	291	246	251
"ENSMUSG00000005034"	1279	1237	1189	1988	2142	1730.999	1621	1571	1642	2859	3323.999	2426	2585	3311	2736.001	1712	1319	1445
"ENSMUSG00000005043"	42	33	46	444	729	651	542	670	563	901	1115	672	831	697	943	737.999	675	729
"ENSMUSG00000005045"	1135.999	1593	1460	211	274	306	447	422	613	211	281	137	387	361	502	34	20	1
"ENSMUSG00000005054"	3143	3336	3463	1930	1569	2831	1848	1473	1886	2523	2548	3140	2784	2040	3155	1464	1080	1848
"ENSMUSG00000005057"	812	826	1055	699	746.999	1072	729	701	850.001	729	894	877.001	1071	637.001	1137.001	2000.999	1436.999	2371
"ENSMUSG00000005069"	592	826	848	626	588.999	974.999	693	719.001	641.001	659	1017	698	857	815	894	931.999	720	867
"ENSMUSG00000005078"	428	418	472	253	318	434	349.001	386	388	387	435	385	375	326	418	289	271	283
"ENSMUSG00000005087"	47483	48483	50825.998	14562	12746.001	16780	16314	13178	15501.999	10246	10370	10960	10545	9325	12026	45272.999	29443	38730
"ENSMUSG00000005089"	0	1	7	16	13.999	31	1	13	7	28	17	19	12	35	8.999	0	0	2
"ENSMUSG00000005102"	889	1011	958	603	720.999	680	687	822.999	731.999	483.001	712	466	632	618	670	481	411.001	346
"ENSMUSG00000005103"	9509	10684	10207	4552.001	4754	5580.999	4775.001	5660	4796	5318.999	6174	5315.999	5398	5529.999	5815	7104.999	6274	6875.001
"ENSMUSG00000005107"	231	279	263.001	197	216	183	191	187	232.999	209	254	236	237	203	280	352	311	256
"ENSMUSG00000005124"	1	0	11	2	2	26	1	3	2	2	0	4	0	0	0	0	0	0
"ENSMUSG00000005125"	266	97	225	1179	716	2116.999	657	273	709.999	752	601	956	512	190	533	3315	2192	3058.999
"ENSMUSG00000005131"	0	5	2	5	8	8	2	4	2	15	1	3	6	0	4	3	0	0
"ENSMUSG00000005142"	13582.001	14010.999	15181	13204	14675	16274.999	16686.999	18339	17322.999	14007	18266.001	14517	18827.001	17222	19220	17842	13994.001	16414
"ENSMUSG00000005148"	4	4	19	52	7	211	3	4	35	19	12	34	2	14	21	5	10	13
"ENSMUSG00000005150"	203	184	208.999	126	210	245	110.001	192.001	167.001	147.001	222	193	184.001	206	173	110	92	85
"ENSMUSG00000005161"	2236	2141	2470	1273	1237	1953.999	1274.999	1022	1218.001	1508.001	1616	1604	1301.001	1101.001	1405	2284.001	1674	3056.999
"ENSMUSG00000005198"	9821.999	10331	10434	6355	6463	7760	8243	6994	7695	4865.001	5839.999	4684	6537	5375	7124	7067.001	5242	4703
"ENSMUSG00000005202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005204"	1211.001	1411	1339.999	1198.001	1289	1540	1287.001	1336.999	1331.999	1198	1561	1212	1228.001	1284.999	1434	1431	1317	1123.001
"ENSMUSG00000005220"	0	0	0	5	0	7	0	9	7	3	0	5	0	0	0	0	0	0
"ENSMUSG00000005225"	174	246	154	147	198	292	224	229	231	246	301	237	265	247	306	99	49	37
"ENSMUSG00000005232"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005233"	155	174	99	19	21	38	40	43	15	32	46	40	51	67.999	37	37	35	24
"ENSMUSG00000005237"	49	32	22	301	250	300	192	233	277	224	275	149	172	129	160	364	399	391
"ENSMUSG00000005251"	1	0	7	19	7	90	0	2	8	2	5	7	15	0	6	0	0	0
"ENSMUSG00000005262"	764	844.001	1023.999	703	539	822	632.001	534.999	538.999	512.999	671.999	541	546.001	682.999	703	684	621.001	799.999
"ENSMUSG00000005267"	45	48.999	29	90	67.001	58.001	88.001	89	63	44.001	57	44	43	35	34	20.999	24	45.001
"ENSMUSG00000005268"	0	1	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005299"	1240	1427	1381.001	623	604	1024	530.001	728.999	602	686	919.999	707.001	714.001	876	731	1042.001	1076	896
"ENSMUSG00000005312"	4591.001	5158	4991	1650	1506	1713	1511	1490	1582.001	1625	1711.001	1578.999	1602	1678.999	1821	2235	1988.999	2097.001
"ENSMUSG00000005320"	11	19	30	40	19	139	6	15	64	13	16	29	38	0	25	6	15	41
"ENSMUSG00000005338"	10	2	14	129	163	191.043	77	53	78.999	214.001	215	111	105	96	123	111	78	99
"ENSMUSG00000005339"	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005354"	1756	1702.999	2164.999	1015	1128	1757	1076	1199.999	1063	1372	1654.001	1471.999	1400	1223	1297.999	1626.001	1457	1992
"ENSMUSG00000005355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005357"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005360"	87	101	167	28	34	143	30	82.001	55	41	44	54	86	93	94.001	7	2	6
"ENSMUSG00000005362"	468	785	560	304.001	321.001	283	353	358	302	402	466	336.001	305	524.999	345	334	371	341
"ENSMUSG00000005364"	5	0	2	16	0	3	2	4	9	0	2	0	5	4	2	5	1	1
"ENSMUSG00000005370"	459	362	408	586	644	567	551	650	494	562	764	465	562	619	595	583	403	440
"ENSMUSG00000005371"	929	1098.999	1042.001	1829.001	1552	1813	1943.999	1712.001	2138	1887	1938	1504	1856.002	1565	2479.001	1647	1108	1641.001
"ENSMUSG00000005373"	0	0	0	17	9	17	9	13	9	12	9	1	12	4	11	17	6	20
"ENSMUSG00000005374"	345	319.999	298	245	268	271	225	204	192	223	308	270	253	251	215	213	166	162.001
"ENSMUSG00000005378"	553	451.001	504.001	296.001	348.999	482.999	367	333	319.999	346	391.001	359	285	327	346	533	487.001	501
"ENSMUSG00000005397"	97	100	211	186	93	738	41	90	230	77	39	197	112	45	141	67	47	80
"ENSMUSG00000005410"	800	784	601	510	640	621	525	696	392	486	660	573	496	591	598	218.001	249	212
"ENSMUSG00000005413"	4959	3646	6529	2313	2255	3510	2333	1866	3044	6244	6590	7788	11190	5132	12135	1825	2046	1904
"ENSMUSG00000005417"	2329	2358	2677	2925	2919.001	4844	2694.999	2953	3267.999	2488	3242	2868.001	2918	2888	3264.999	3322.001	2830.001	2495.001
"ENSMUSG00000005442"	4353.999	5350.001	4902.001	6585.001	7681.999	7659	7745.999	9504.001	8659.998	6013	8159	5468	8044.001	7582	8181.001	7802	7189.998	6468.999
"ENSMUSG00000005447"	261	265.001	337	121	121.001	267	159.999	220	230	170	223	150	211	192	210	122.999	115	144.001
"ENSMUSG00000005465"	298	265	303	138	210	230	78	117	167	200	257	204	177	117	169	85	65	92
"ENSMUSG00000005469"	1180	1326	1429	844	843	1093	755	826	839	1009	1265	936	940	992	1044	608	644	620
"ENSMUSG00000005470"	330	387	232	64	103	90	98	71	64	100	145	107	97	197	95	53	31	37
"ENSMUSG00000005474"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005481"	794.001	770	904	351.999	511	577.001	501.001	435	490.999	404	509.999	447.999	507	366.999	509.001	508.999	442.999	612.001
"ENSMUSG00000005483"	1068	1088	1421	1973	1786	3773	1962	1884	2426	1946	2561	2257	2346	2261	2717	1639	1266	1553
"ENSMUSG00000005493"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0
"ENSMUSG00000005501"	335	345	368	293	319.999	363.999	285	393	317	324.999	378.001	256.999	304	363	291.999	301	282.001	206
"ENSMUSG00000005503"	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
"ENSMUSG00000005505"	267	295	208	73	89	101	48	111	83	77	111	93	76	150	94	110	106	97
"ENSMUSG00000005506"	2200	2554.999	2498.001	2382.001	2924.999	2379	2415.001	3039.999	2853	2109	2710.999	2012	2541.999	2324.999	2483	2659.002	2372.001	1994
"ENSMUSG00000005510"	771	936	1190.999	470	602	634	362	509	424	517.001	622.999	600	534	507	530	708.999	630	887
"ENSMUSG00000005514"	2006	2233	2555.001	1622.001	1171.002	3318	1446	1098.001	1690	1655	1598	2410	2088	1332.001	2234	3539	2090	4353.999
"ENSMUSG00000005533"	84	88	126	860	926.001	849	978	995.999	1164	696	1099	573	1083	917	1145	575	421	452
"ENSMUSG00000005534"	2056	2376	2138	1136	1232	1054	1276	1217	1288	833	1368	949	1232	1153	1433	1888	1514	1255.001
"ENSMUSG00000005540"	23	16	29	43	53	32	63	68	66	40	39	10	44	35	60	74	66	52
"ENSMUSG00000005547"	5.263	1	22	290	14	1116.894	3	1	0	24	22	88	0	72.999	0	2	0	1
"ENSMUSG00000005553"	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	4
"ENSMUSG00000005566"	2137.999	2460	2586.999	2324	2515.001	3117.999	2055	2604	2460.001	2058	2674.001	2412	2247.001	2170	2212	1873.001	1604	1796.999
"ENSMUSG00000005575"	1136.999	1361	1617	942	930.999	1348	884	856.999	941.001	1050	1225	1209.001	1086	1021	993	1026	895	1225
"ENSMUSG00000005580"	47	46	70	398	605	433	508	611.999	636	556	844	500	769	760	922	220	190	162
"ENSMUSG00000005583"	125	161	139	3069	3397	2466	3590.998	4259.002	3898.998	3839	4589.999	2900	4068.001	5539.001	4717.001	2199.001	1900.001	1951.998
"ENSMUSG00000005609"	940	997.001	912	659	633.001	621	523	567	501	520.999	608	513	458.999	645	469	861.001	680	582.001
"ENSMUSG00000005610"	17260.001	18704	19154	13549.001	13798.999	14044.001	15534.001	14493	15671.999	15582	17655.999	14835.999	17415.999	16424	19059.001	19315.001	14498.999	17609.997
"ENSMUSG00000005611"	7	22	14	129	148	311.001	36	96	108	240	265	259	178	312	166	6	8	2
"ENSMUSG00000005615"	1692	2063	2130.999	2414	2196.999	3106	3066.999	3014.999	3838.999	2675	2770.999	2943	4096	3694.999	4724	1978	1729	1858
"ENSMUSG00000005621"	1032	1146	1269	1216	1441	1746	1463	1750	1763	1045	1584	1094	1500	1461	1513	1384	1191	1289.999
"ENSMUSG00000005625"	1969	2225	2549.999	1059.999	1171.001	1656	1104	1284	1274	1142	1487	1449	1240.001	1009.001	1242	1753.999	1541.001	1837
"ENSMUSG00000005628"	5	0	0	0	8	7	2	6	2	4	3	2	2	0	9	4	1	7
"ENSMUSG00000005640"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005656"	1324.001	1409	1231	898	883	963	952	1088	906	1442	1644	1203	1316	1631	1699.999	688	789	754
"ENSMUSG00000005667"	282	376	363	298	367	342	295	327	295	259	334	272	252	318	277	560	501	554
"ENSMUSG00000005672"	141	163	262	333.999	191	774.001	159	162	459	126	79	213	228	62	193	119	138	139
"ENSMUSG00000005674"	479	500	566	399.001	417	608	378	508.001	472	356	530.999	484	480	300.999	494.001	452	367	418.001
"ENSMUSG00000005677"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005681"	6	0	0	0	0	1	0	0	1	0	3	4	0	0	0	0	0	0
"ENSMUSG00000005682"	369.001	386.999	307	909	1033.001	1115.001	986	941	918.999	821.999	960.999	710	759	646	795	824	784	635
"ENSMUSG00000005683"	4020	4563	4793	2005.975	2133	2333	1837.971	2046	1883	2013	2467	2024	1988.981	2372	2179	3799	3246	3996
"ENSMUSG00000005686"	1426	1755.001	1275	368.001	484	541.999	507.999	590	596	539	686.001	537	703	736.999	710.001	1411	1495.001	951
"ENSMUSG00000005687"	696	796.999	674.001	506	527.001	644	554	577	432.999	514	673	426.999	446	480.999	485	659.999	497.001	511
"ENSMUSG00000005696"	2	1	2	0	2	3	4	0	0	3	1	5	0	0	0	10	13	1
"ENSMUSG00000005698"	1462	1629	1374	1005.001	964	968	986	1261	1102.999	894.001	1121	836	1011	1452	1197	1159	1158.001	730
"ENSMUSG00000005699"	41	74	110	26	41	58	20	48	47	36	37	35	25	30	44	60	44	44
"ENSMUSG00000005705"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005716"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005718"	13	58	29	84	109	92	55	90	87	85	104	49	63	119	87	14	9	8
"ENSMUSG00000005732"	1773.737	1995	1656	916	806	1168	951	848	823	1075	1083.853	945	910	1262	977	1015	871	994
"ENSMUSG00000005763"	36	14	55	18	21	30	45	24	38	6	28	7	19	30	43	43	35	42
"ENSMUSG00000005774"	272	392	338	535	596.001	499	601.999	568	569.999	436	682.999	332.001	476.001	626.001	610.001	275.999	230.999	147
"ENSMUSG00000005779"	1907	2144	2834	1378	1498	2261	1505.001	1450	1600	1666	1846.001	1986	1772	1447.001	1742	2493	2169	3637.001
"ENSMUSG00000005800"	1129	1306	1170	16	18	50	17	13	4	11	5	7	43	25	24	2235	2137	2956
"ENSMUSG00000005802"	59	45	34	360	375	361	414	456	459	494	486	392	406	551	571	39	34	24
"ENSMUSG00000005803"	1524	1626	1738	575.999	644	784.999	637	636	629	776	924	836	893.001	949	885	1979	1775	2310
"ENSMUSG00000005804"	419	415	416	256	266	283	228	288.999	215.999	354.999	387	254.999	219	308	262.001	332.999	369.999	278.001
"ENSMUSG00000005813"	599.999	478.001	605	367	300	506.999	329.999	312	281	371.001	354	369	304	405	385	425.002	302	485.999
"ENSMUSG00000005823"	2019	1877	2117.001	1122.001	1298.999	1631	1056.999	1119.999	1136.001	1178	1557	1324	1286	1392	1410	2377	1886	2326.999
"ENSMUSG00000005824"	19	8	25	245	226	429	173	188	211	201	265	324	224	125	309	538	450	625
"ENSMUSG00000005836"	6	9	29	37	25	174	13	9	29	27	10	34	20	0	18	6	8	8
"ENSMUSG00000005846"	1645	1725.001	1450	864	703	933	863	785	550	795	807	697	692	882	857	778	596	602
"ENSMUSG00000005864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005871"	1425.001	1585.999	1294.001	2195.001	2268	1737	2673.001	2607	2584.001	1906.001	2261	1705.002	1909.999	2404.001	2406	2229.001	1860	1391
"ENSMUSG00000005873"	12917.001	13925	14753	3313	3179	4088	3378	3265	3237	4274	4744.999	4273	3909	4064	4130	4414	3445	4839
"ENSMUSG00000005881"	2056	2097	2289	1542.001	1559	2538.999	1788	1666	1781.999	2184	2399.001	2215	2050	1790	2340	1838.999	1403	1903
"ENSMUSG00000005882"	446	545.001	468	369	368.999	503.001	369.001	451	454.001	385.001	450.999	336.001	455	493	476.001	284	291	217.001
"ENSMUSG00000005883"	0	2	0	1	2	0	2	9	0	0	0	0	0	0	0	1	4	3
"ENSMUSG00000005886"	1502	1885	1714	1777.999	2121.999	1519.001	2068.001	2320.001	2478.001	1688	2179.002	1549	2008.999	2121.999	2185.999	1984	1844.001	1537.001
"ENSMUSG00000005891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005892"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005893"	758	1024	734	1244	1319	1096	1397.001	1526.001	1368	930	1317.001	956	1147	1538	1302	1645	1538.999	1163
"ENSMUSG00000005897"	340	356	343	254	194	255	236	300	318	236	335	251	315	246	283	180	131	112
"ENSMUSG00000005899"	624	613.001	555	575	620	703.001	557.001	676.999	570	549	622.001	491.001	497	730.001	678.999	289.999	255	188.999
"ENSMUSG00000005907"	211	261.999	275.999	207	211.001	202.001	192	195.001	196.999	182.999	217	129	159	204	231	253	250	140
"ENSMUSG00000005917"	0	0	0	0	1	13	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005936"	2232	2330.999	2194	1309.001	1316	1558	1270	1490	1499	1403.999	1601.001	1220	1627.999	1535	1585.001	3715	2989.999	2734.001
"ENSMUSG00000005947"	116	66	40	37	23	85	21	25	31	2	1	7	17	29	14	18	22	8
"ENSMUSG00000005949"	1007.001	989	993	756	682	886	880.999	837	784.999	831	1035	805	992	797	1056.999	544	390	429
"ENSMUSG00000005950"	280	263	239	16	15	38	12	13	5	6	12	24	11	0	2	9	5	10
"ENSMUSG00000005951"	111	168	188	39	38	86	39	53	35	41	47	45	33	55	42	30	8	31
"ENSMUSG00000005952"	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMUSG00000005958"	8	0	31	38	33	166	47	48	53	27	22	17	39	20	31	10	3	6
"ENSMUSG00000005968"	21	17	20	102	81	162	162	128	150	165	226	167	214	118	221	33	33	47
"ENSMUSG00000005973"	26	46	54	140	65	370	50	49	104	125	105	121	65	98	83	51	50	63
"ENSMUSG00000005980"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005981"	1642	1734	1807	1044	1051	1400	958	1144	991	1036	1304	966	950	1057	991	904	785	828
"ENSMUSG00000005982"	2290.493	2344.478	2635.048	1124.183	1332.808	1474.576	1094.446	1218.127	972.934	1164.539	1572.48	1240.877	1219.003	1567.002	1199.207	2650.845	2156.124	2165.499
"ENSMUSG00000005983"	15.999	17	28	51	37	49	45	43.999	27	16	41.001	45	35	56	45.001	28	17	21
"ENSMUSG00000005986"	61	88	111	224	212.999	263	225	225	272	213	270.001	226	234	237	202	165	218.001	234
"ENSMUSG00000005994"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006005"	3898	4669	3696.001	3478.999	3643	3481	3834	4007	3431	3457.001	3727.999	2850	2874	4135.001	3524	3913	3695.999	2231.999
"ENSMUSG00000006007"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006010"	517	679	654	505	531	612	543	535	436	667	532	552.999	549	586	616	476	455	489
"ENSMUSG00000006014"	1	0	0	15	3	65	0	8	10	25	16	38	5	22	11	1	8	4
"ENSMUSG00000006019"	446	532	481	587	750.999	904.001	771	780	802.001	674	777	720.001	719	626	714.999	476	378	417
"ENSMUSG00000006021"	202	261.001	211	190.999	151	251	155.001	166	180	147	158	157	192	181	209.001	255.999	212	270.999
"ENSMUSG00000006024"	2560	2463.999	3095.999	2340.999	2638.999	3685	2804.001	2614	2985.999	2406	3019	2827	2903.002	2281	3067.001	2212.999	1853.001	2235.001
"ENSMUSG00000006050"	873	896.999	1055	615	699	1040.001	857	661.001	754	595	727.999	705	753.999	559.999	834	1553	981	1673.001
"ENSMUSG00000006056"	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
"ENSMUSG00000006057"	1501	1382	1990	779.001	828	1329	740	766	716	864	1011	1060	847	705.001	808	849.999	704	1158
"ENSMUSG00000006058"	648.999	850.999	928.999	475	455.999	610.001	434.999	429	353	413.001	591.999	467.001	451	448.999	464.999	963.999	813.999	1014.001
"ENSMUSG00000006095"	1221	1273	1534	577	608	876	556	510	601	751	786	717	616	572	637	839	651	961
"ENSMUSG00000006127"	1225	1417.999	1354	1501	1498	1902	1577	1715	1532	1790	1891.999	1650	1864	1564.001	2066	1960.001	1602.999	1855.001
"ENSMUSG00000006134"	1304	1401	1346	699	747	719	829	913	812	787	1044	755	934	1170	947	1472	856	1227
"ENSMUSG00000006143"	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006154"	168.999	115	211	585.001	577	893	693.001	627	932	485	671	640.001	767	551	822	252.999	200	264.999
"ENSMUSG00000006169"	1645	1733	1610	2170	2143.001	2498	2331	2534	2908.001	2316	2840	2286	2426	2566	2974	4560	4253	3960
"ENSMUSG00000006179"	0	0	0	0	3	7	0	0	0	6	2	3	0	0	0	1	4	5
"ENSMUSG00000006191"	232	234	223	154.999	172	193	149.999	177.001	218	213	163	209	178	148	195	135.999	124.999	160
"ENSMUSG00000006200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006204"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006205"	9	0	13	172	76	492	19	69	80	91	90	111.001	51	70	47	11	3	6
"ENSMUSG00000006215"	429	506	608	394	402.999	637	335	415	442.999	411	422.001	457.001	470	434	432	422	398	314.001
"ENSMUSG00000006216"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006218"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000006219"	1052	1291.999	1255	1065	1126.001	1771.001	1378	1373	1460	1034	1386	1036.999	1248.001	1122	1102.999	68	21	28
"ENSMUSG00000006221"	6	0	0	20	3	44	0	7	11	2	3	4	4	19	2	0	0	0
"ENSMUSG00000006235"	60	70	59	37	37	26	77	73	88	98	153	62	172	240	197	2	0	3
"ENSMUSG00000006241"	2	12	12	31	24	44	38	29.999	61	26	15	23	19	17	39	3	1	0
"ENSMUSG00000006262"	776.001	927.999	903	977.999	742	744	971	869	828	699	801.001	651	664	783.999	924.999	1239.999	946	965
"ENSMUSG00000006269"	0	0	2	15	6	28	0	0	2	3	0	0	0	0	0	0	0	0
"ENSMUSG00000006270"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"ENSMUSG00000006273"	12962.999	14249.999	15037.999	2821.999	3077.001	3546	3005	3015	3037.001	3159	3435	3107.999	3481	3583	3773	8608.999	7099	8186
